reference_id,date,time_of_day,time_of_day_recode,incident_type,incident_action,territorial_water_status,closest_coastal_state,closest_coastal_state_cow_code,latitude,longitude,location_precision,geolocation_source_imb,geolocation_source_imo,geolocation_source_asam,location_description,vessel_name,vessel_country,vessel_country_cow_code,vessel_status,violence_dummy,steaming_recode,incident_type_recode,incident_action_recode
"2032","12/5/2001","2:30","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Jakarta Anchorage, Indonesia","Beteigeuze","Malta","338","Anchored",,"2","1","2"
"2030","12/5/2001","12:10","2",,"Boarding","Malaysia","Malaysia","820","5.8266667","118.1167","2","1",".",".","Sandakan Port, Malaysia","Scarlet Trader","Norway","385","Berthed","1","3","1","2"
"2028","12/5/2001",,"-99",,"Boarding","Brazil","Brazil","140","-0.05","-51.1667","2","1",".",".","Amazon River, Macapa, Brazil","Seamaster","UK","200","Anchored","1","2","1","2"
"2033","12/6/2001","4:50","4",,"Boarding","Ecuador","Ecuador","130","-2.2666667","-79.9","4","1",".",".","Guayaquil Pilot Station, Ecuador","Mercosul Uruguay","Netherlands","210","Steaming",,"1","1","2"
"2034","12/6/2001","4:45","4",,"Boarding","Indonesia","Indonesia","850","-6.0886667","106.875","2","1",".",".","Jakarta Anchorage, Indonesia","Uni-Obtain","Panama","95","Anchored",,"2","1","2"
"2035","12/6/2001","3:30","4",,"Boarding","Cameroon","Cameroon","471","4.0431667","9.6667","2","1",".",".","Douala Port, Cameroon","Fiona R","Panama","95","Berthed",,"3","1","2"
"2037","12/6/2001","3:00","4",,"Boarding","India","India","750","13.0833333","80.3833","1","1",".",".","Chennai, India","Kota Mewah","Singapore","830","Anchored",,"2","1","2"
"2036","12/6/2001","1:20","4",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.1933333","-4.03","1","1",".",".","Abidjan Anchorage, Ivory Coast",,,,"Anchored","1","2","1","2"
"2039","12/8/2001","1:55","4",,"Boarding","Vietnam","Vietnam","816","10.344","107.0568","2","1",".",".","Vung Tau Anchorage, Vietnam","Iran Motahari","Iran","630","Anchored",,"2","1","2"
"2038","12/8/2001","3:15","4",,"Boarding","Gabon","Gabon","481","0.2765","9.5","2","1",".",".","Libreville Road, Gabon","Fiona R","Panama","95","Anchored","1","2","1","2"
"2040","12/10/2001","5:15","4",,"Boarding","India","India","750","16.9765","82.3167","2","1",".",".","Kakinada Anchorage, India","Hesiod","Bahamas","51","Anchored",,"2","1","2"
"2041","12/10/2001","21:10","3",,"Boarding","Indonesia","Indonesia","850","1.2418333","104.0637","1","1",".",".","Singapore Straits","Andromeda","Marshall Islands","983","Steaming",,"1","1","2"
"2042","12/11/2001","23:10","3",,,"Thailand","Thailand","800","13.0666667","100.8667","2","1",".",".","Laem Chabang, Thailand","Karin Cat","Denmark","390","Anchored",,"2",,"-99"
"2044","12/14/2001","3:00","4",,,"Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos Anchorage, Nigeria","Faarabi","Iran","630","Anchored",,"2",,"-99"
"2043","12/14/2001",,"-99",,"Boarding","Malaysia","Malaysia","820","3.9833","100.1","4","1",".",".","Pulau Jarak, Malacca Straits",,"Malaysia","820","Steaming","1","1","1","2"
"2045","12/14/2001","3:15","4",,"Boarding","Bangladesh","Bangladesh","771","22.2166667","91.7932","2","1",".",".","Chittagong, Jetty 4, Bangladesh","Monalisa","Singapore","830","Berthed",,"3","1","2"
"2048","12/15/2001","3:00","4",,"Boarding","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Anchorage, Ivory Coast","Wise King","Hong Kong","710","Anchored","1","2","1","2"
"2046","12/15/2001","23:40","3",,,"Bangladesh","Bangladesh","771","19.7916667","91","1","1",".",".","Myanmar","Banga Barta","Hong Kong","710","Steaming","1","1",,"-99"
"2047","12/15/2001","2:35","4",,,"Indonesia","Indonesia","850","1.05","103.6517","1","1",".",".","Indonesia","Ribuan Jaya","Malaysia","820","Steaming",,"1",,"-99"
"2049","12/17/2001","3:00","4",,"Boarding","Malaysia","Malaysia","820","5.8266667","118.1167","2","1",".",".","Sandakan Anchorage, Malaysia","Jutha Malee","Thailand","800","Anchored",,"2","1","2"
"2050","12/20/2001","3:45","4",,,"Nigeria","Nigeria","475","6.45","3.3767","2","1",".",".","Lagos roads, Nigeria","Wal Ulanga","Germany","255","Anchored",,"2",,"-99"
"2053","12/22/2001","19:45","3",,,"India","India","750","21.8783333","88.0717","2","1",".",".","Rangatala Crossing Anchorage, Hugli River, India","Tiger Creek","Cyprus","352","Anchored",,"2",,"-99"
"2051","12/22/2001","12:00","1",,,"Malaysia","Malaysia","820","4.6833333","118.9","1","1",".",".","Alice Channel, Indonesia","Alycia","Malta","338","Steaming",,"1",,"-99"
"2052","12/22/2001","23:10","3",,,"Indonesia","Indonesia","850","-3.3265","114.6167","2","1",".",".","Banjarmasin Anchorage, Indonesia","Dignity T","Panama","95","Anchored",,"2",,"-99"
"2056","12/24/2001","1:00","4",,"Boarding","Vietnam","Vietnam","816","10.25","107.0467","1","1",".",".","Vung Tau Anchorage, Vietnam","Seraya Spirit","Bahamas","51","Anchored",,"2","1","2"
"2055","12/24/2001","2:10","4",,,"Indonesia","Indonesia","850","-4.55","113.2","1","1",".",".","Java Sea, Indonesia","Coromandel","Hong Kong","710","Steaming",,"1",,"-99"
"2054","12/24/2001","10:35","1",,,"Yemen","Yemen","679","12.5","44.8167","1","1",".",".","Gulf of Aden","United Ocean","Panama","95","Steaming",,"1",,"-99"
"2057","12/28/2001","5:00","4",,"Boarding","Indonesia","Indonesia","850","-1.25","116.7932","2","1",".",".","Balikpapan Anchorage, Indonesia","Thor Alice","Denmark","390","Anchored","1","2","1","2"
"2058","12/29/2001","2:30","4",,"Boarding","Bangladesh","Bangladesh","771","22.4765","89.5765","2","1",".",".","Mongla Anchorage, Bangladesh","Sea Skyline","Ukraine","369","Anchored","1","2","1","2"
"2059","1/3/2002","Unspecified","-99",,"Boarded","Nigeria","Nigeria","475","6.4405","3.4223","2","1",".",".","Lagos Anchorage, Nigeria (Used coordinates from other incidents)","Star Polaris","Greece","350","Anchored","1","2","1","2"
"2060","1/3/2002","2:35","4",,"Boarded","Nigeria","Nigeria","475","6.4405","3.4223","2","1",".",".","Lagos Anchorage, Nigeria (Located port coordinates)","NA","Greece","350","Anchored","1","2","1","2"
"2062","1/4/2002","4:40","4",,"Boarded","Gabon","Gabon","481","0.3016667","9.4167","1","1",".",".","Libreville, Gabon","Delmas Surcouf","Bahamas","31","Anchored","1","2","1","2"
"2061","1/4/2002","3:00","4",,"Boarded","Tanzania","Tanzania","510","-6.76","39.3367","1","1",".",".","Dar Es Salaam, Tanzania","Cape Bonavista","Cyprus","352","Anchored",,"2","1","2"
"2063","1/5/2002","3:10","4",,"Boarded","Senegal","Senegal","433","14.6333333","-17.35","1","1",".",".","Dakar, Senegal","Oriental Peony","Panama","95","Anchored","1","2","1","2"
"2064","1/6/2002","14:15","2",,"Boarded","India","India","750","21.8783333","88.0717","2","1",".",".","Bedford Anchorage, Hoogly River, India","Jug Prayog","India","750","Anchored","1","2","1","2"
"2065","1/8/2002","22:58","3",,"Boarded","Ecuador","Ecuador","130","-2.2833333","-79.903","2","1",".",".","Guayaquil Anchorage, Ecuador (Used coordinates from other incidents)","CSAV Atlanta","Liberia","450","Steaming","1","1","1","2"
"2066","1/8/2002","2:30","4",,"Boarded","Malaysia","Malaysia","820","5.815","118.0555","2","1",".",".","Sandakan Port, Malaysia","Amer Oil","Panama","95","Berthed",,"3","1","2"
"2070","1/9/2002","6:00","4",,,"Yemen","Yemen","679","14.6983333","51.2367","1","1",".",".","Coast of Yemen","CEC Pioneer","Isle of Man","200","Steaming",,"1",,"-99"
"2068","1/9/2002","8:30","1",,,"Yemen","Yemen","679","14.5403333","51.0805","1","1",".",".","Gulf of Aden","Gas Al Ahmadi","Kuwait","690","Steaming","1","1",,"-99"
"2067","1/9/2002","5:00","4",,"Boarded","Indonesia","Indonesia","850","-1.3666667","116.9833","1","1",".",".","Balikpapan Anchorage, Indonesia","South Fortune","Panama","95","Anchored",,"2","1","2"
"2069","1/9/2002","6:00","4",,,"Yemen","Yemen","679","14.565","51.375","1","1",".",".","Gulf of Aden","NA","Unspecified","-99","Steaming","1","1",,"-99"
"2071","1/10/2002","12:00","1",,"Boarded","Indonesia","Indonesia","850","-6.0976667","106.9025","2","1",".",".","Tanjung Priok Anchorage, Indonesia","Great Bless","Hong Kong","710","Anchored","1","2","1","2"
"2072","1/10/2002","23:15","3",,"Fired Upon","Philippines","Philippines","840","6.402","123.2035","1","1",".",".","Mindanao, Philippines","Anyamanil","Thailand","800","Steaming","1","1",,"3"
"2075","1/12/2002","3:15","4",,"Boarded","India","India","750","13.1066667","80.305","2","1",".",".","Chennai Anchorage, India","Scan Atlantic","Isle of Man","200","Anchored",,"2","1","2"
"2074","1/12/2002","23:20","3",,"Boarded","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Anchorage, Ivory Coast","Wilana","Norway","385","Anchored","1","2","1","2"
"2076","1/12/2002","2:00","4",,,"India","India","750","13.1066667","80.305","2","1",".",".","Chennai Anchorage, India","Cemtex Orient","Singapore","830","Anchored","1","2",,"-99"
"2073","1/12/2002","15:08","2",,"Boarded","Indonesia","Indonesia","850","-2.9886667","104.826","2","1",".",".","Plaju Anchorage, Indonesia","NA","Singapore","830","Anchored",,"2","1","2"
"2079","1/14/2002","1:20","4",,,"India","India","750","13.1066667","80.305","2","1",".",".","Chennai Anchorage, India","Bharatidasan","India","750","Anchored",,"2",,"-99"
"2077","1/14/2002","7:15","1",,"Fired Upon","Somalia","Somalia","520","7.8166667","49.95","1","1",".",".","Somalia Coast, Somalia","Princess Sarah","Lebanon","660","Steaming","1","1",,"3"
"2078","1/14/2002","3:00","4",,"Boarded","Nigeria","Nigeria","475","3.9066667","5.4183","2","1",".",".","Bonny River Anchorage, Nigeria (Coded as Port Harcourt)","Jo Maple","Norway","385","Anchored","1","2","1","2"
"2080","1/17/2002","9:40","1",,"Hijacked","Somalia","Somalia","520","8.2","50.2833","1","1",".",".","Somalia Coast, Somalia","Princess Sarah","Lebanon","660","Anchored","1","2","1","1"
"2081","1/18/2002","15:10","2",,"Boarded","Bangladesh","Bangladesh","771","21.8","89.5167","1","1",".",".","Hiran Point, Mongla, Bangladesh","State of Nagaland","India","750","Anchored","1","2","1","2"
"2084","1/18/2002","3:00","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan Port, Indonesia","River Stream","Norway","385","Anchored","1","2","1","2"
"2082","1/18/2002","21:57","3",,"Boarded","Kenya","Kenya","501","-4.0483333","39.645","2","1",".",".","Berth No.8 Mombasa Port, Kenya","Power I","Panama","95","Berthed","1","3","1","2"
"2083","1/18/2002","4:20","4",,"Boarded","Indonesia","Indonesia","850","-6.0976667","106.9025","2","1",".",".","Tanjung Priok Anchorage, Indonesia","Thai Binh","Vietnam","817","Anchored","1","2","1","2"
"2085","1/20/2002","Night Hours","3",,"Boarded","Malaysia","Malaysia","820","1.9581667","102.6835","1","1",".",".","2nm from Parit Jawa, Malacca Straits","NA","Malaysia","820","Unspecified","1","-99","1","2"
"2086","1/21/2002","19:00","3",,"Boarded","Indonesia","Indonesia","850","-6.0418333","105.9193","2","1",".",".","Cigading, Indonesia","Blessing","Liberia","450","Berthed",,"3","1","2"
"2087","1/24/2002","6:15","1",,,"Yemen","Yemen","679","14.9166667","51.0333","1","1",".",".","Gulf of Aden","Grete Maersk","Denmark","390","Steaming",,"1",,"-99"
"2088","1/27/2002","Unspecified","-99",,"Hijacked","Japan","Japan","740","30.8356","126.8042","4","1",".",".","Enroute from Weihai to Kashima Port, East China Sea","Lan Jie","Cambodia","811","Steaming","1","1","1","1"
"2089","1/28/2002","14:04","2",,"Boarded","Somalia","Somalia","520","8.2","50.2833","1","1",".",".","Somalia","Princess Sarah","Lebanon","660","Anchored",,"2","1","2"
"2090","1/28/2002","23:50","3",,"Boarded","Ecuador","Ecuador","130","-2.2833333","-79.903","2","1",".",".","Guayaquil Pilot Anchorage, Ecuador (Used coordinates from other incidents)","Klipper Stream","Netherlands","210","Anchored",,"2","1","2"
"2091","1/31/2002","3:00","4",,"Boarded","Nigeria","Nigeria","475","6.25","3.2683","1","1",".",".","Lagos, Nigeria","Spring Falcon","Panama","95","Anchored","1","2","1","2"
"2092","2/3/2002","6:20","1",,,"Oman","Oman","698","21.6666667","59.765","1","1",".",".","Oman","Arktis Crystal","Isle of Man","200","Steaming","1","1",,"-99"
"2093","2/4/2002","14:00","2",,,"Jamaica","Jamaica","51","18.4666667","-76.75","1","1",".",".","N of Jamaica","Stena Queen","Bermuda","-99","Steaming","1","1",,"-99"
"2094","2/4/2002","22:10","3",,"Boarded","Indonesia","Indonesia","850","-1.25","116.7932","4","1",".",".","W of Tokong Island, Balikpapan, Indonesia","Asta Samaudra","Panama","95","Anchored","1","2","1","2"
"2095","2/5/2002","14:12","2",,,"Yemen","Yemen","679","13.5333333","44","1","1",".",".","S of Aden Port, Yemen (Coordinates are located inland in town of Ta'izz, Yemen; Insufficient information to georeference incident)","Skiropoula","Greece","350","Steaming","1","1",,"-99"
"2096","2/9/2002","17:00","2",,"Boarded","Thailand","Thailand","800","13.138","100.825","2","1",".",".","Kosichang Ancorage, Thailand","Iran Motahari","Iran","630","Anchored",,"2","1","2"
"2097","2/11/2002","4:10","4",,"Boarded","Nigeria","Nigeria","475","6.4405","3.4223","2","1",".",".","Lagos Anchorage, Nigeria (Used coordinates from other incidents)","Arkaan","Malta","338","Anchored","1","2","1","2"
"2098","2/12/2002","Night Hours","3",,"Boarded","Indonesia","Indonesia","850","-6.0976667","106.9025","2","1",".",".","Tanjung Priok Anchorage, Jakarta, Indonesia","CMA-GCM Matisse","France","220","Anchored",,"2","1","2"
"2101","2/13/2002","21:00","3",,,"Yemen","Yemen","679","13.25","49.3333","1","1",".",".","Gulf of Aden (Coordinates are located inland in Ethiopia; Insufficient information to georeference incident)","Altair","Greece","350","Steaming","1","1",,"-99"
"2099","2/13/2002","7:40","1",,"Fired Upon","Guinea-Bissau","Guinea-Bissau","404","10.9833333","-17.2833","1","1",".",".","Off Guinea, Bissau","NA","Norway","385","Steaming","1","1",,"3"
"2100","2/13/2002","7:40","1",,"Fired Upon","Guinea-Bissau","Guinea-Bissau","404","10.9833333","-17.2833",,"1",".",".","Guinea Bissau","Tricolor","Norway","385","Steaming","1","1",,"3"
"2102","2/15/2002","1:05","4",,"Boarded","Indonesia","Indonesia","850","-1.2561667","116.8072","2","1",".",".","Balikpapan Anchorage, Indonesia","Sebu","Panama","95","Berthed","1","3","1","2"
"2103","2/19/2002","5:15","4",,"Boarded","India","India","750","17.0183333","82.3633","1","1",".",".","Kakinada Anchorage, India","Tankoil","Singapore","830","Anchored","1","2","1","2"
"2105","2/21/2002","4:15","4",,"Boarded","India","India","750","16.9996667","82.3543","1","1",".",".","Kakinada Fairway Buoy, India","Siam Supha","Thailand","800","Anchored",,"2","1","2"
"2104","2/21/2002","10:39","1",,"Boarded","India","India","750","8.275","76.3983","1","1",".",".","India","NA","Unspecified","-99","Steaming",,"1","1","2"
"2106","2/24/2002","4:15","4",,,"Malaysia","Malaysia","820","5.3863333","100.365","2","1",".",".","Penang Anchorage, Malaysia","Jolly","Cyprus","352","Anchored",,"2",,"-99"
"2107","2/27/2002","1:30","4",,"Boarded","Malaysia","Malaysia","820","5.815","118.0555","2","1",".",".","Sandakan Port, Malaysia","Tradewind Sun","Panama","95","Berthed",,"3","1","2"
"2108","2/28/2002","6:30","1",,"Fired Upon","Guinea","Guinea","438","9.1833333","-14.55","1","1",".",".","55nm WSW of Conakry, Guinea","Hornestrand","Denmark","390","Steaming","1","1",,"3"
"2109","3/3/2002","20:21","3",,"Boarded","Indonesia","Indonesia","850","-1.3426667","116.9737","2","1",".",".","Balikpapan Anchorage, Indonesia","NA","Malaysia","820","Anchored","1","2","1","2"
"2111","3/4/2002","0:15","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan Outer Anchorage, Indoensia","Apostolovo","Malta","338","Anchored","1","2","1","2"
"2110","3/4/2002","15:40","2",,"Boarded","Solomon Is.","Solomon Is.","940","-9.4166667","159.9667","1","1",".",".","Honiara Anchorage, Soloman Islands","Anyamanii","Thailand","800","Anchored","1","2","1","2"
"2114","3/5/2002","2:25","4",,"Boarded","Cote d'Ivoire","Cote d'Ivoire","437","5.2931667","-4","2","1",".",".","Abidjan Outer Anchorage, Ivory Coast","Kerstin","Antigua & Barbuda","58","Anchored","1","2","1","2"
"2113","3/5/2002","3:00","4",,,"Indonesia","Indonesia","850","-5.1666667","118.75","1","1",".",".","40nm from coast of Makassar, Indonesia","Polar Duke","Norway","385","Steaming",,"1",,"-99"
"2112","3/5/2002","Unspecified","-99",,"Boarded","Sri Lanka","Sri Lanka","780","6.9545","79.8256","4","1",".",".","Off Mutwai, Sri Lanka","Tropie","Unspecified","-99","Unspecified",,"-99","1","2"
"2115","3/6/2002","4:45","4",,,"Togo","Togo","461","6.0416667","1.275","2","1",".",".","Lome Roads, Togo","Merkur Delta","Liberia","450","Anchored",,"2",,"-99"
"2117","3/8/2002","2:00","4",,"Hijacked","Indonesia","Indonesia","850","-0.8061667","103.4573","2","1",".",".","Tanjung Balai, Karimun Island, Indonesia","Guan Seng 12 & Yuan Cheng 19","Singapore","830","Anchored","1","2","1","1"
"2116","3/8/2002","Unspecified","-99",,"Fired Upon","Sierra Leone","Sierra Leone","451","8.9564","-13.2979","4","1",".",".","Off Yelibouya Island, Sierra Leone","Sewa 2","Unspecified","-99","Steaming","1","1",,"3"
"2118","3/9/2002","20:30","3",,"Boarded","Bulgaria","Bulgaria","355","42.4686667","27.4578","2","1",".",".","Bourgas Port, Bulgaria","Blade Runner","Malta","338","Berthed",,"3","1","2"
"2119","3/9/2002","3:25","4",,"Boarded","Indonesia","Indonesia","850","-3.3198333","114.555","2","1",".",".","Outer Anchorage, Banjarmasin, Indonesia","Kiani Satu","Panama","95","Anchored","1","2","1","2"
"2120","3/10/2002","22:00","3",,,"Indonesia","Indonesia","850","4.1633333","99.4267","1","1",".",".","Malacca Straits","Al-Noof","Qatar","694","Steaming",,"1",,"-99"
"2121","3/11/2002","5:40","4",,,"Malaysia","Malaysia","820","2.5833333","101.5","1","1",".",".","Malacca Straits","Mogamigawa","Japan","740","Steaming",,"1",,"-99"
"2122","3/11/2002","3:00","4",,"Boarded","Indonesia","Indonesia","850","3.7836667","98.7007","2","1",".",".","Belawan Anchorage, indonesia","Rainier","Panama","95","Anchored","1","2","1","2"
"2123","3/13/2002","2:40","4",,"Boarded","Tanzania","Tanzania","510","-6.8265","39.2765","2","1",".",".","Dar Es Salaam Container Terminal, Tanzania","Kota Sabas","Singapore","830","Berthed","1","3","1","2"
"2126","3/14/2002","22:40","3",,"Boarded","Malaysia","Malaysia","820","1.8615","102.459","1","1",".",".","Malacca Straits","Bellatrix","Panama","95","Steaming","1","1","1","2"
"2125","3/14/2002","7:15","1",,"Boarded","Ecuador","Ecuador","130","-2.2833333","-80.7192","2","1",".",".","Manta, Ecuador (Located coordinates)","Golden Aloe","Philippines","840","Berthed",,"3","1","2"
"2124","3/14/2002","Unspecified","-99",,"Hijacked","Internationa Waters (North Pacific Ocean)","United States","2","17.5284","-163.9928","4","1",".",".","High seas off Hawaii, USA","Full Means No.2","Taiwan","710","Steaming","1","1","1","1"
"2127","3/15/2002","9:00","1",,"Boarded","Bangladesh","Bangladesh","771","22.4765","89.5765","2","1",".",".","Pussur River Inner Anchorage, Mongla, Bangladesh","Suisen","Cambodia","811","Anchored","1","2","1","2"
"2128","3/15/2002","7:55","1",,"Boarded","Bangladesh","Bangladesh","771","22.4765","89.5765","2","1",".",".","Pussur River Inner Anchorage, Mongla, Bangladesh","Suisen","Cambodia","811","Anchored",,"2","1","2"
"2129","3/15/2002","2:30","4",,"Boarded","Nigeria","Nigeria","475","6.4405","3.4223","2","1",".",".","Lagos Anchorage, Nigeria (Used coordinates from other incidents)","Erna Oldendorff","Liberia","450","Anchored","1","2","1","2"
